Animal feed stores,street,city,state,postal_code,latitude,longitude,,,,,,
Poulin Grain,1337 Roosevelt Trail,Raymond,Maine,4071,43.8944945,-70.4653981,,,,,,
Red Barn Rattery,49094 Red Barn Rd,Hancock,Michigan,49930,47.1397963,-88.4253792,,,,,,
Kingston Farm & Feed,26141 Calvary Ln NE,Kingston,Washington,98346,47.8028605,-122.578559,,,,,,
The Feed Company,F87J+M5,Date,South Dakota,,45.4641723,-102.6695316,,,,,,
Nutrena Feeds,367 Benton Rd,Holmesville,Ohio,44633,40.6281646,-81.9195633,,,,,,
Hill Ag Services LLC,1870 W State Rd 54,Bloomfield,Indiana,47424,39.028695,-86.975579,,,,,,
Linda dog house,,,,,36.410637,-93.5005496,,,,,,
Whittier Narrows Feed,2668 Pacific Park Dr,Whittier,California,90601,34.0267244,-118.0408717,,,,,,
Feeds Buschur,6477 Minster Fort Recovery Rd,Maria Stein,Ohio,45860,40.3933283,-84.5521388,,,,,,
M-Bar-D Feed & Tack Shop,8791 Cameron St,Anchorage,Alaska,99507,61.1419974,-149.8377106,,,,,,
Champion Harvest,,,,,33.3483165,-97.0349805,,,,,,
Gist Feeds Inc,475 County Rd 600 N,Alexandria,Indiana,46001,40.1932531,-85.6808213,,,,,,
Corner Vision Feeds,1081 Kite Rd,St Paris,Ohio,43072,40.1053847,-83.9041667,,,,,,
Les' Feed and Produce,315 Main St,Bancroft,Nebraska,68004,42.0132354,-96.573012,,,,,,
California Trace,3635 Charqui Court,Oroville,California,95965,39.7794522,-121.5221869,,,,,,
Feed 2000,4 S Orange Ave,South Orange Village,New Jersey,7079,40.7464313,-74.2605506,,,,,,
Heavener Feed & Supply,1000 W 1st St,Heavener,Oklahoma,74937,34.8842653,-94.6049128,,,,,,
Woof Woof NOLA,,,,,29.944797,-90.0806856,,,,,,
THE AGRICENTER LLC,66240 LA-41,Pearl River,Louisiana,70452,30.391532,-89.761352,,,,,,
ABC ALL NATURAL PET FOOD,,,,,35.9606255,-86.527978,,,,,,
Rowdy Feeds,4307 Idalou Rd,Lubbock,Texas,79403,33.6117984,-101.7784587,,,,,,
Primo Feeds Warehouse,515 E 66th St,Lubbock,Texas,79404,33.53493,-101.8303009,,,,,,
RCR Organic Feed Store,16291 321st Ave,Hamburg,Minnesota,55339,44.7126645,-93.904398,,,,,,
EPL Feed LLC,411 W Front St,Sumas,Washington,98295,48.9913566,-122.2685064,,,,,,
Helton's Feed & Seed,107 E North St,Waverly,Ohio,45690,39.1273359,-82.9864375,,,,,,
Wengert Farms,1531 Davidson Ave,Clemons,Iowa,50051,42.1312293,-93.1780153,,,,,,
Drendel's Feed,11721 IL-72,Genoa,Illinois,60135,42.1000672,-88.7211919,,,,,,
Animal Feed 2GO,15616 E Palmdale Blvd,Palmdale,California,93591,34.5773307,-117.8507151,,,,,,
Evans Feed Co,,Oconto,Nebraska,68860,41.1416396,-99.7637394,,,,,,
Feed store,1660 KY-160,Hindman,Kentucky,41822,37.3214252,-82.9626947,,,,,,
swift Harvest,,,,,46.423669,-129.9427086,,,,,,
AgroFeed Atlantic Inc,622 NE 6th St #2,Hallandale Beach,Florida,33009,25.992074,-80.14165,,,,,,
Luepkes Enterprises,1132 S Marsh Rd,Chana,Illinois,61015,42.0007251,-89.2797043,,,,,,
Mt Hope Agri Services Center,8070 OH-241,Mt Hope,Ohio,44660,40.6236981,-81.7876405,,,,,,
HnM Feed,556 N Blagg Rd,Pahrump,Nevada,89060,36.228751,-116.019129,,,,,,
Herder Feed,545 E Birch St,Glenrock,Wyoming,82637,42.8598998,-105.8543962,,,,,,
7 H Feeders Clayton New Mexico,,Clayton,New Mexico,88415,36.482719,-103.1278112,,,,,,
C&E Feeds,11945 S Russian Creek Rd K,Kodiak,Alaska,99615,57.6969973,-152.5875077,,,,,,
"Pups and Such Treats, LLC",1209 Maple Ave,Verona,Pennsylvania,15147,40.4822575,-79.8473993,,,,,,
International Falls Farm And Garden,516 2nd Ave,International Falls,Minnesota,56649,48.5999221,-93.4023666,,,,,,
Cube It and D&D Nutrition,310 Neal Rd,San Antonio,Texas,78264,29.244197,-98.507262,,,,,,
Pahoa Feed & Fertilizer,15-2754 Keaau-Pahoa Rd,Pāhoa,Hawaii,96778,19.500143,-154.954527,,,,,,
Richter's Feed Store & More,3089 TX-36,Bellville,Texas,77418,29.9708404,-96.2869262,,,,,,
The Hay Man,134 Lee Vaughn Rd,Simpsonville,South Carolina,29681,34.755282,-82.2096959,,,,,,
Fast Fillies Feed To Farm,,,,,36.0284214,-85.410954,,,,,,
Keys Feed Store,26374 State Hwy 82,Park Hill,Oklahoma,74451,35.794548,-94.9551391,,,,,,
Nutrena Mark-Allen Hay & Grain,,Crete Township,Illinois,,41.4353715,-87.5878019,,,,,,
Knox Drive Farm & Feed,21773 E Knox Dr,Porter,Texas,77365,30.0791563,-95.239096,,,,,,
California Livestock Services,,,,,36.514948,-120.0163195,,,,,,
H&W Show Feeds,1240 Bill Hudson Dr N,Harrison,Arkansas,72601,36.3467197,-93.0184303,,,,,,
My Farm “El Güero” hay sale,3650 TX-1604 Loop,San Antonio,Texas,78264,29.2341893,-98.5754107,,,,,,
Gingell Feed Consultants Inc,6277 Gosline Rd,Brown City,Michigan,48416,43.2199966,-83.0184573,,,,,,
Edgewood Feed Mill,798 W Union St #514,Edgewood,Iowa,52042,42.6439213,-91.4110927,,,,,,
B-L Agri Services Inc,5488 State Rd 80,Highland,Wisconsin,53543,43.0801751,-90.3659116,,,,,,
Kingdom Feed Services,2110 N Bluff St,Fulton,Missouri,65251,38.870069,-91.9434103,,,,,,
Urban Farm Oasis,1441 Ashby Ave,Berkeley,California,94702,37.8534433,-122.2793524,,,,,,
Sierra Farming Hay Sales,12000 E Rice Rd,Eloy,Arizona,85131,32.5753611,-111.4385929,,,,,,
Hacienda Gutierrez Feed & Uhaul Center,72806 Ramon Rd,Thousand Palms,California,92276,33.8166135,-116.391521,,,,,,
Horse Hay (Preferred),12623 AR-161,Scott,Arkansas,72142,34.6267126,-92.1118981,,,,,,
"Cooke's Farm Center, Inc.",3215 S 3rd St,Ironton,Ohio,45638,38.506812,-82.6611295,,,,,,
CB Hay Farms,8624 S Lightville Rd,Lindsborg,Kansas,67456,38.6791785,-97.704838,,,,,,
Quincy Farm Products,2500 N 42nd St,Quincy,Illinois,62305,39.960572,-91.345713,,,,,,
Pitts Cattle & Feed Co,662 Grant 807,Sheridan,Arkansas,72150,34.2143196,-92.468078,,,,,,
Harris Feed & Kennel,4577 AR-46,Sheridan,Arkansas,72150,34.264444,-92.4591983,,,,,,
B & S Farm & Ranch Center,9030 China Spring Rd,Waco,Texas,76708,31.6245767,-97.2216367,,,,,,
Shawneewind Feeds,2102 Performance Pl,Grand Prairie,Texas,75050,32.7715597,-96.9796325,,,,,,
Cooperative Plus Inc,638 S Kane St,Burlington,Wisconsin,53105,42.6674505,-88.2735897,,,,,,
Fowler Feed & Seed,100 Old Hwy 54,Fowler,Kansas,67844,37.3775444,-100.1953353,,,,,,
F Double Feed,3031 Isleta Blvd SW,Albuquerque,New Mexico,87105,35.0312974,-106.6799117,,,,,,
What a Good Dog!,,,,,34.851822,-90.020587,,,,,,
The Seven C's Farm,300 Krough Rd,Prosser,Washington,99350,46.2103895,-119.8775581,,,,,,
Wise Feed,502 TX-101,Chico,Texas,76431,33.2898499,-97.7950162,,,,,,
Nutrition Services Inc.,2210 S Lincoln Ave,York,Nebraska,68467,40.841849,-97.5992133,,,,,,
Eous,10771 Hwy 6,Meridian,Texas,76665,31.9382807,-97.7206695,,,,,,
Morales Feed & Supply,19743 I-35,Lytle,Texas,78052,29.2271476,-98.7905086,,,,,,
Canela pet shop,1941 Mitchell Rd # K,Ceres,California,95307,37.6005172,-120.9394979,,,,,,
Gonzalez Feed,10891 Jurupa Rd,Mira Loma,California,91752,33.9931953,-117.5215895,,,,,,
Baker Farm Center,5847 FL-189,Baker,Florida,32531,30.8004255,-86.6802291,,,,,,
Agpro Daniel Co,67 Tote Rd,Cuthbert,Georgia,39840,31.7623392,-84.7793886,,,,,,
Archer Scott,,Perryton,Texas,79070,36.4000313,-100.8026505,,,,,,
Whitehorse Ranch & Feed,16558 French Town Rd,Brownsville,California,95919,39.4409327,-121.2778424,,,,,,
Strasburg Feed,56761 E Colfax Ave,Strasburg,Colorado,80136,39.738624,-104.322988,,,,,,
Haymes Feed,301 2nd St,Ward,Arkansas,72176,35.0309128,-91.9487278,,,,,,
Tesky's Feed Barn,3001 Interstate 20 Frontage Rd,Weatherford,Texas,76087,32.7268036,-97.868118,,,,,,
A-1 Feed Store,5092 N Academy Ave,Clovis,California,93619,36.8098319,-119.5549479,,,,,,
M&M Exhibition Poultry and Feed,5806 S Phillips Rd,Harrod,Ohio,45850,40.6574322,-83.9377684,,,,,,
TJ Livestock LLC,16787 OH-81,Forest,Ohio,45843,40.7821234,-83.5615821,,,,,,
Logan Feeds,5995 Co Rd 48,Rushsylvania,Ohio,43347,40.4616969,-83.6032859,,,,,,
ALTAMIRANOS HORSE FEED AND MORE LLC.,14141 Bonita Dr,Dolan Springs,Arizona,86441,35.5361192,-114.3511735,,,,,,
Tight Joints Plus,2828 Ron Crockett Dr,Auburn,Washington,98001,47.3325797,-122.2364498,,,,,,
Eee Feed & Supply,2082 Pujol Rd,Lake Charles,Louisiana,70615,30.2721116,-93.1303214,,,,,,
County Line Agri Service,18401 206th St W,Buffalo Prairie,Illinois,61237,41.3374859,-90.8543923,,,,,,
Feed Store & More,104 W Hoosac St,Waterville,Minnesota,56096,44.2166028,-93.5690941,,,,,,
Wayne Feeds,6004 IN-44,Shelbyville,Indiana,46176,39.5548021,-85.6689736,,,,,,
Robinson Hay,13151 Fruitville Rd,Sarasota,Florida,34240,27.3368337,-82.3195077,,,,,,
Western Illinois Feed,12659 IL-96,Pleasant Hill,Illinois,62366,39.4384371,-90.8637403,,,,,,
RTC Feeds,715 Sycamore St #66,Rockport,Indiana,47635,37.8918679,-87.0528785,,,,,,
Swearingen Feed,336 1st St,Normangee,Texas,77871,31.0264786,-96.1151378,,,,,,
Agri Feeds & Fertilizer,1400 Joslyn St,Helena West Side,Montana,59601,46.6073819,-112.0645466,,,,,,
Amica Local by Amica Science,8731 Maltby Rd # 11,Snohomish,Washington,98296,47.8055153,-122.1152159,,,,,,
Woods Feed,69652 US-59,Westville,Oklahoma,74965,36.0063822,-94.5843586,,,,,,
5-J Feed & Farm Supply Inc,5012 Heritage Pkwy,Leroy,Texas,76654,31.7310524,-97.0150305,,,,,,
Feed Services,11567 E Bullard Ave.,Clovis,California,93619,36.8219889,-119.5809087,,,,,,
Barnard Feed & Grain,520 Depot St,Barnard,Missouri,64423,40.1746147,-94.825345,,,,,,
S & S Feeds LLC,6011 TN-64,Wartrace,Tennessee,37183,35.5554367,-86.2974764,,,,,,
D9 Farms Hay & Grain,1629 US-12,Ethel,Washington,98542,46.5324788,-122.7185136,,,,,,
Agribusiness United,2 E Bryan St #1150,Savannah,Georgia,31401,32.0803115,-81.0911899,,,,,,
Los Tres Hermanos Ranch - Feed and supply,8816 S Bethel Ave,Selma,California,93662,36.6073519,-119.5744494,,,,,,
"Iron Horse Animal Health Products, Inc.",4775 PA-208,Volant,Pennsylvania,16156,41.1189545,-80.2831336,,,,,,
Van Horne Mills,5916 Park Rd,Van Hornesville,New York,13475,42.8943978,-74.8280267,,,,,,
Servine Feed Tack & Boarding,8915 342nd St S,Roy,Washington,98580,46.9472474,-122.5493814,,,,,,
Barter Feed & More,2281 AZ-90,Huachuca City,Arizona,85616,31.6961158,-110.3511516,,,,,,
Formula 1 Feeds,4401 Wyalusing New Albany Rd,New Albany,Pennsylvania,18833,41.6235832,-76.3708117,,,,,,
Martie's Farm Services,3950 227th Ave NW,St Francis,Minnesota,55070,45.3808433,-93.3668958,,,,,,
All Around Performance Feed,4281 US-70,White Bluff,Tennessee,37187,36.1087559,-87.2306863,,,,,,
D & S Brown Hayman,8962 N Davis Rd,Davis,Illinois,61019,42.432935,-89.4192779,,,,,,
Surber Ade,804 W San Antonio St,Marfa,Texas,79843,30.3075644,-104.0286148,,,,,,
Johnson Feed Lot,1185 W 1300 S,Aurora,Utah,84620,38.9015103,-111.9539049,,,,,,
Rockdale General Store,,,,,46.423669,-129.9427086,,,,,,
Double J Farms,492 Compass Rd,Gap,Pennsylvania,17527,40.0163833,-75.9575913,,,,,,
Lakeshore Feed LLC,10935 112th Ave,West Olive,Michigan,49460,42.9677543,-86.0641784,,,,,,
County Line Feed,"1700 Howard Cavasos Blvd,",Moriarty,New Mexico,87035,34.9882493,-106.0501421,,,,,,
C-Cross Feed & Vet Supply,103 N Main St,Caddo,Oklahoma,74729,34.1260019,-96.2594946,,,,,,
One Way Custom Hay Services,,Atascadero,California,93423,35.4900443,-120.6701318,,,,,,
Primo Feeds Warehouse,102 Henrietta St,Wichita Falls,Texas,76301,33.902247,-98.4856243,,,,,,
Rule Supplements,5750 E Harney Ln,Lodi,California,95240,38.1003008,-121.2459778,,,,,,
Justa Horse N Around Enterprise,14335 S Avenue 4 E,Yuma,Arizona,85365,32.6219147,-114.5635102,,,,,,
Sierra Mountain Feed,35625 E Kings Canyon Rd,Yokuts Valley,California,93675,36.753736,-119.1738139,,,,,,
Akard James,,Hico,Texas,76457,31.9829253,-98.0336454,,,,,,
Country Feed & Grain,400 Union Ave UNIT 4,Haskell,New Jersey,7420,41.0190011,-74.3052772,,,,,,
Take Home Sweets LLC,,,,,33.6057194,-80.9266144,,,,,,
The Old Feed Store,3612 W County Rd 54G,Laporte,Colorado,80535,40.6282156,-105.1438988,,,,,,
Vetraceuticals,39685 Sierra Dr,Three Rivers,California,93271,36.4120057,-118.9322773,,,,,,
Geyer Farm Services,3040 Dietz Rd,Williamston,Michigan,48895,42.6760309,-84.227675,,,,,,
Rush Feed,39770 CO-94,Rush,Colorado,80833,38.8402668,-104.0925504,,,,,,
Manchester Feed & Supply,18875 W Austin Rd,Manchester,Michigan,48158,42.1443138,-84.054367,,,,,,
Tack Shack,33527 US-287,Wiley,Colorado,81092,38.1223347,-102.7236631,,,,,,
Elkhorn Feed Center,1810 S 4th St,Norfolk,Nebraska,68701,42.011977,-97.4123751,,,,,,
Walmsley Hay Co Inc,3901 W Eisenhower Ave,Norfolk,Nebraska,68701,42.0614818,-97.4737935,,,,,,
Byers America Feed & Ranch,45 N Main Cir,Byers,Colorado,80103,39.7173145,-104.2219269,,,,,,
Loose Creek Feed Co,341 County Rd 403,Bonnots Mill,Missouri,65016,38.5110389,-91.9359936,,,,,,
Hueber Feed LLC,204 E Comanche Ave,Shabbona,Illinois,60550,41.7681508,-88.8703293,,,,,,
MK Corn Feed LLC,22330 Co Rd 14,Florence,Alabama,35633,34.8586855,-87.8160519,,,,,,
Simplot Western Stockmen's,2450 NW Granary Rd,Mountain Home,Idaho,83647,43.1570434,-115.7381974,,,,,,
Metcalfe Hay & Feed,3063 N Oak Harbor Rd,Oak Harbor,Washington,98277,48.3206619,-122.6560949,,,,,,
"Saunders Farm & Feed Supply, LLC",1564 Rome Greenwich Rd,Greenwich,Ohio,44837,41.0965243,-82.5125815,,,,,,
Mc Gregor Farm Center,200 S Jefferson Ave,McGregor,Texas,76657,31.4410441,-97.4056223,,,,,,
Handke Feed Yard,16725 US-159,Muscotah,Kansas,66058,39.5775631,-95.5269725,,,,,,
Swisher County Feedyard,,Tulia,Texas,79088,34.6299405,-101.8937908,,,,,,
DC Ranch & Feed,,,,,33.6183644,-114.7260895,,,,,,
L & S Feed & Supply,102 W Railroad St,Chouteau,Oklahoma,74337,36.186269,-95.344013,,,,,,
shady acres feed,71099 Co Rd 35,Syracuse,Indiana,46567,41.46433,-85.7317834,,,,,,
Raising The Bar Equine,104 Maple Dr,Tripoli,Iowa,50676,42.8029261,-92.2598274,,,,,,
Pet Pantry,Rr 940,Pocono Summit,Pennsylvania,18346,41.1119765,-75.4117563,,,,,,
Longhorn Feed Store,25869 Somerset,New Caney,Texas,77357,30.1658585,-95.1428126,,,,,,
Core Calcium & Shell Products,2640 Claudia Ln,Theodore,Alabama,36582,30.5219488,-88.1059421,,,,,,
Pennyrile Organic Feeds,4035 Guthrie Rd,Guthrie,Kentucky,42234,36.7539707,-87.1693981,,,,,,
Bronson Feed,,,,,29.4303795,-82.6640686,,,,,,
Blissful Biscuits,3083 Fallehn Dr,Cortland,Ohio,44410,41.3009112,-80.7482107,,,,,,
Farmtown,4110 Sardis Rd,Boaz,Alabama,35956,34.1749878,-86.076033,,,,,,
Antelope hay company,,Flagstaff,Arizona,86001,35.1983019,-111.6512431,,,,,,
PRAE Animal Food,,,,,46.423669,-129.9427086,,,,,,
BHB Feed and Supply,417 W Moseley,Italy,Texas,76651,32.1832064,-96.8912307,,,,,,
Triple P Feeds,12849 Alpine Rd,Lodi,California,95240,38.0942565,-121.2157901,,,,,,
Cody Livestock Supply LLC,109 US-20,Cody,Nebraska,69211,42.9336392,-101.2447,,,,,,
Feed Mill-M & S Feeds Inc,321 Center Ave N,Madelia,Minnesota,56062,44.0544271,-94.4173247,,,,,,
Grass Valley Hay & Feed LLC,16716 Wolf Meadows Dr,Grass Valley,California,95949,39.0756299,-121.113711,,,,,,
Whipple's Feed & Country Store,447 College Ave,Orofino,Idaho,83544,46.4797928,-116.2501116,,,,,,
Oakhill Farm & Feed,10808 Co Rd 65,Carlos,Minnesota,56319,45.9994519,-95.1386146,,,,,,
Scurry Feed,8336 TX-34,Scurry,Texas,75158,32.5139759,-96.3830623,,,,,,
Cargill Cattle Feeders,503 Gardner Ave,Bovina,Texas,79009,34.5184746,-102.8932899,,,,,,
West County Feed & Supply,17050 Manchester Rd,Grover,Missouri,63040,38.5757647,-90.6423105,,,,,,
Savannah River Feed & Bait,205 E Savannah St,Calhoun Falls,South Carolina,29628,34.0916073,-82.5935923,,,,,,
Western Feed Mills Inc,403 Heritage St,Cedar Vale,Kansas,67024,37.0996686,-96.5006415,,,,,,
Merten Ranch,1011 Tucker Rd,Toledo,Washington,98591,46.4833725,-122.7946433,,,,,,
The Barn Yard,5885 Sunburst Ln,Cashmere,Washington,98815,47.5292667,-120.492166,,,,,,
Brussels Milling & Supply,1331 County C,Brussels,Wisconsin,54204,44.7345784,-87.621056,,,,,,
Corner Feed Oakhurst,49333 Rd 426,Oakhurst,California,93644,37.3283765,-119.6476752,,,,,,
Leon Jones Feed & Grain/Trailer Sales,6683 GA-136,Dawsonville,Georgia,30534,34.4921913,-84.1862641,,,,,,
Narrowsburg Feed & Grain Co,5th St,Narrowsburg,New York,12764,41.6071445,-75.0619238,,,,,,
Mid State Feeds,,,,,46.423669,-129.9427086,,,,,,
G&m feed store,244 country rd,Cleveland,Texas,77328,30.2876661,-95.1278957,,,,,,
Blackhorse Enterprises,395 Holtzman Rd,Reinholds,Pennsylvania,17569,40.2687703,-76.0878553,,,,,,
Exeland Feed Mill,11121 WI-48,Exeland,Wisconsin,54835,45.6701278,-91.2459945,,,,,,
TLC Equine & Pet,,,,,38.741987,-94.6848634,,,,,,
Hometown Feed & Supply,204 N Broadway St,Louisburg,Kansas,66053,38.6229269,-94.6812967,,,,,,
Beck's Bird Feeders,682 W 950 S,Lynn,Indiana,47355,40.0270617,-84.9936885,,,,,,
Jerry W Goetz & Sons Feed Yard,13563 S Road 45 E,Park,Kansas,67751,38.882001,-94.8194575,,,,,,
Sargent's Feed,705 Bonneville Rd,Lakeside,Oregon,97449,43.5926805,-124.1794737,,,,,,
Haney Feed & Farm Supply,2614 Washington St,Waller,Texas,77484,30.0562832,-95.9280875,,,,,,
Simply Country,10110 Harvest Ln,Rough and Ready,California,95975,39.2094088,-121.1636685,,,,,,
Kumbak Ranch & Feed Supply,5690 La Porte Rd,Bangor,California,95914,39.3882819,-121.4054965,,,,,,
Twin Valley Feeders Fa,,Paxton,Nebraska,69155,41.1227715,-101.3562761,,,,,,
Hoofin It,6057 S Russell Rd,Globe,Arizona,85501,33.4044035,-110.8209277,,,,,,
Carlos Grain & Feed,153 Main Ave,Carlos,Minnesota,56319,45.9729742,-95.2936732,,,,,,
Vita Plus Corporation,1201 Marcus St,Fairmont,Minnesota,56031,43.6645496,-94.4447417,,,,,,
Northwest Hay and Feed Delivery,264 Van Sant Rd,Kalispell,Montana,59901,48.2312676,-114.1313368,,,,,,
Thompson Show Feed,558 Smith Rd,Wilmington,Ohio,45177,39.490687,-83.9225254,,,,,,
"Countryside Feed, Llc",117 N Edwards Ave,Moundridge,Kansas,67107,38.2037456,-97.5224609,,,,,,
Derbys Delights All Natural Dog Treats,,,,,35.9280705,-77.6793355,,,,,,
Denver City Farm & Chemical,TX-83,Denver City,Texas,79323,32.9641422,-102.8406502,,,,,,
Balanced Eco Solutions,35211 NE 127th Ave,La Center,Washington,98629,45.876104,-122.541572,,,,,,
Rezzonico Hay Sales,16707 E Happy Rd,Queen Creek,Arizona,85142,33.2079617,-111.7209626,,,,,,
Red Barn Hay,9215 Carnation-Duvall Rd NE,Carnation,Washington,98014,47.6823907,-121.9193883,,,,,,
Happy Cow Feeds,244 Hyatt Rd,Singer,Louisiana,70660,30.64264,-93.402869,,,,,,
Vault Stock Box,1610 Lady Amber Ln,Granbury,Texas,76049,32.4834673,-97.7483349,,,,,,
Quality Feeds LLC,"32625 County, Rd 3.75",Lamar,Colorado,81052,38.1079827,-102.6911752,,,,,,
Hill Top Feed Co,5115 M-37,Grawn,Michigan,49637,44.6122822,-85.6550213,,,,,,
Stampede Sales,,,Oklahoma,,34.6673638,-97.9585567,,,,,,
Harren Farms,27148 Co Rd 39,Freeport,Minnesota,56331,45.6750573,-94.6737992,,,,,,
Odaly's Hay & Feed Co.,22380 TX-105,Cleveland,Texas,77328,30.3262717,-95.2212139,,,,,,
Gage Cattle & Feed,119 N Main,Fargo,Oklahoma,73840,36.377027,-99.6236681,,,,,,
Select Veal Feeds Inc,176 Orchard Ln,Harleysville,Pennsylvania,19438,40.293158,-75.394351,,,,,,
Rick's Hay Bales,36736 Lazy Palms Dr,Edinburg,Texas,78541,26.5704391,-98.1541612,,,,,,
Lakeside Farm and Ranch Supply,503 G Ave,Eureka,South Dakota,57437,45.769347,-99.6181566,,,,,,
Star Feed & Seed Store,211 W Harris St,Spur,Texas,79370,33.4772123,-100.8569894,,,,,,
Teegan hay,148 Green Gables Ln,Weatherford,Texas,76088,32.754985,-97.8882373,,,,,,
Cervantes Roosters,800 S Nebraska St,Mission,Texas,78573,26.2819019,-98.3311672,,,,,,
Sweeney Enterprises Inc,321 Waring Welfare Rd,Boerne,Texas,78006,29.922322,-98.7857416,,,,,,
Nard & Me,190 Valley St,Pembroke,Massachusetts,2359,42.0445547,-70.7802191,,,,,,
Mile Four,,,,,46.423669,-129.9427086,,,,,,
Superior Feed Solutions LLC,6640 U.S. Hwy 136 W,Waynetown,Indiana,47990,40.0760447,-87.0285774,,,,,,
LLFeeds,1561 Dabob Rd,Quilcene,Washington,98376,47.9005737,-122.8191209,,,,,,
Henny+Roo,,,,,46.423669,-129.9427086,,,,,,
Taylor Feed N' More,3680 AR-35,Rison,Arkansas,71665,33.9735544,-92.2438105,,,,,,
Wild breez feed store,3290 E Jeff Davis Hwy,Elkton,Kentucky,42220,36.8007291,-87.0959896,,,,,,
TWH Farms,1524 Racepath Church Rd,Mooresboro,North Carolina,28114,35.2898069,-81.7519196,,,,,,
Prairie Land,306 Berkley St,Iowa Falls,Iowa,50126,42.4320298,-93.2040139,,,,,,
Powell Feed,120 Ranch to Market Rd 480,Center Point,Texas,78010,29.949252,-99.0382447,,,,,,
Behrends Feed & Fertilizer,3599 Farm to Market 1376,Fredericksburg,Texas,78624,30.1881316,-98.7681346,,,,,,
Penn Feed Inc,44 Plainfield Ave,Elmont,New York,11003,40.7119892,-73.7092262,,,,,,
Petting Farm,GWFV+PV,Corwin,Ohio,,39.5243271,-84.0554131,,,,,,
Hometown Feed & Seed,334 Ross St,Beaverton,Michigan,48612,43.8882146,-84.4907716,,,,,,
County Line Feed,284 Cemetery Rd,Dalmatia,Pennsylvania,17017,40.6329006,-76.8609379,,,,,,
Christianson Feed Mill,210 E Front St,Wauzeka,Wisconsin,53826,43.0836189,-90.8830913,,,,,,
D&P Forage,57604 Sam Mizell Rd,Bogalusa,Louisiana,70427,30.6816288,-89.9200108,,,,,,
Bridgewater Tack and Feed,8400 Boettner Rd,Bridgewater,Michigan,48115,42.1616965,-83.9033425,,,,,,
Jackson Feed & Seed,808 S Mulberry St,Jackson,Georgia,30233,33.2870712,-83.9686126,,,,,,
Hasty Enterprises,808 S Mulberry St,Jackson,Georgia,30233,33.2870712,-83.9686126,,,,,,
5N Feeders,4652 N Rd L,Johnson City,Kansas,67855,37.6350334,-101.7438698,,,,,,
Herdsman Feeds,E1353 WI-64,Boyceville,Wisconsin,54725,45.1371272,-92.092907,,,,,,
Russell Hay & Straw Inc,7187 Devils Hole Rd,Pemberville,Ohio,43450,41.4413986,-83.535566,,,,,,
"L E Sommer Kidron Inc, Sonnenberg Station",2214 Zuercher Rd,Dalton,Ohio,44618,40.7718381,-81.7188226,,,,,,
Eastern Shore Grain Co,29350 Horsey Rd,Oak Hall,Virginia,23416,37.9252709,-75.5587301,,,,,,
"JMq, INC",150 N Federal Hwy,Fort Lauderdale,Florida,33301,26.1240643,-80.1371074,,,,,,
Rockin' Y Farm & Ranch,707 TN-13,Collinwood,Tennessee,38450,35.1663537,-87.7434746,,,,,,
Whitts Farm Supply,2536 Main St,Hurricane,West Virginia,25526,38.4276701,-82.0353399,,,,,,
Global Harvest Foods,113 Wyman Ave,Harrold,South Dakota,57536,44.5247637,-99.7400806,,,,,,
