Grain Elevators,street,city,state,postal_code,latitude,longitude,,,,,,,,,,,,
Randolph Agri Center,4415 Upper 291st St,Randolph,Minnesota,55065,44.5267901,-93.0178321,,,,,,,,,,,,
Loretto Grain Co-Op,635 Holy Cross Rd,Loretto,Kentucky,40037,37.6446795,-85.402224,,,,,,,,,,,,
North Iowa Co-Op,19856 Main St,Mason City,Iowa,50401,43.1301651,-93.125534,,,,,,,,,,,,
Figanbaum Grain,204 1st Ave SE,Tripoli,Iowa,50676,42.807881,-92.2533577,,,,,,,,,,,,
Lansing Louisiana Farm Services,3082 LA-562,Wisner,Louisiana,71378,31.9861145,-91.6539077,,,,,,,,,,,,
Nicollet Farmers Exchange Co,716 Second St,Nicollet,Minnesota,56074,44.2772601,-94.1862382,,,,,,,,,,,,
"RLH Grain, Inc.",18 Beacon St W,Lanesboro,Minnesota,55949,43.7227781,-91.9746495,,,,,,,,,,,,
Viterra,314 N Mill St,Lake Mills,Iowa,50450,43.4229469,-93.5345153,,,,,,,,,,,,
Associate Terminals LLC,13715 Hwy 15,Braithwaite,Louisiana,70040,29.6347192,-89.9169199,,,,,,,,,,,,
Harvest States Co-Op,434 E Ravenna Rd,Belle Chasse,Louisiana,70037,29.6727782,-89.9653246,,,,,,,,,,,,
Hendricks Farmers Elevator,407 S Division St,Hendricks,Minnesota,56136,44.5033798,-96.422882,,,,,,,,,,,,
Farmers Mill,3324 100th St,Protivin,Iowa,52163,43.212613,-92.0939754,,,,,,,,,,,,
Consolidated Grain and Barge Co.,1398-1460 Mhoon Landing Pkwy,Tunica,Mississippi,38676,34.7396311,-90.4398133,,,,,,,,,,,,
North Mississippi Grain Co,620 MS-6,Batesville,Mississippi,38606,34.3066103,-89.9662903,,,,,,,,,,,,
Consolidated Grain and Barge Co.,896 S Walker Ave,West Memphis,Arkansas,72301,35.1359127,-90.1487838,,,,,,,,,,,,
Consolidated Grain & Barge Co.,1079 N S 2nd St,Memphis,Tennessee,38107,35.1717144,-90.0449985,,,,,,,,,,,,
Hicks La Grain,3443 Brutonwood Cove,Memphis,Tennessee,38118,35.0546884,-89.9157824,,,,,,,,,,,,
Fredericksburg Farmers Co-Op,1502 W 1st St,Sumner,Iowa,50674,42.8474209,-92.1197936,,,,,,,,,,,,
Central Farm Service,37665 Goodhue Ave,Dennison,Minnesota,55018,44.4057874,-93.0397636,,,,,,,,,,,,
East Central Iowa Co-Op,1750 Broadway St,Waterloo,Iowa,50703,42.5327819,-92.3687236,,,,,,,,,,,,
A G Distributing of Amboy Inc,11219 US-169,Amboy,Minnesota,56010,43.8812092,-94.1677596,,,,,,,,,,,,
Farmers Cooperative Elevator,,Wang Township,Minnesota,,44.8038582,-95.4619885,,,,,,,,,,,,
Northern Country Co-Op,248 State St E,Emmons,Minnesota,56029,43.4998327,-93.491111,,,,,,,,,,,,
Nexus,248 State St E,Emmons,Minnesota,56029,43.50011,-93.490911,,,,,,,,,,,,
State Line Co-Op,120 Walnut St,Burt,Iowa,50522,43.1976447,-94.2191728,,,,,,,,,,,,
Central Region Cooperative,110 Hercules,Cosmos,Minnesota,56228,44.9367643,-94.6983588,,,,,,,,,,,,
"The Mill, Inc.",1392 Railroad Ave,Colwell,Iowa,50620,43.1566006,-92.591964,,,,,,,,,,,,
Pemberton Grain,101 Main St,Pemberton,Minnesota,56078,44.0100672,-93.7825717,,,,,,,,,,,,
"Ag Partners - Viola (grain, seasonal)",11201 Viola Rd NE,Eyota,Minnesota,55934,44.0645358,-92.255367,,,,,,,,,,,,
Stateline Cooperative,1203 330th St,Burt,Iowa,50522,43.2419779,-94.2217521,,,,,,,,,,,,
Belgrade Grain Inc,200 Martin Ave,Belgrade,Minnesota,56312,45.4546329,-95.0025954,,,,,,,,,,,,
Matawan Grain & Feed Inc,20820 66th St,New Richland,Minnesota,56072,43.8606654,-93.6349295,,,,,,,,,,,,
Nexus,203 E Spring St,Stacyville,Iowa,50476,43.4437575,-92.7883336,,,,,,,,,,,,
Skyland Grain LLC,32025 US-160,Springfield,Colorado,81073,37.385083,-102.4953154,,,,,,,,,,,,
Harvest Land Co-Op,36609 US-14,Springfield,Minnesota,56087,44.2564882,-94.9163706,,,,,,,,,,,,
"Lesterville Feed & Grain, Inc. - Kingsburg",30866 413th Ave,Springfield,South Dakota,57062,42.9136862,-97.9288834,,,,,,,,,,,,
Meyers Grain LLC,3258 Edenville Rd,Chambersburg,Pennsylvania,17202,39.9636396,-77.7030375,,,,,,,,,,,,
"Gene Cooper Farms, Centerra Co-Op",1242 W Liberty Rd,Slippery Rock,Pennsylvania,16057,41.0069483,-80.1021668,,,,,,,,,,,,
Chesapeake Grain Co Inc,5500 Bainbridge Point,Chesapeake,Virginia,23320,36.7442348,-76.2935846,,,,,,,,,,,,
Farmers Grain Co-Op,W 2550 S,Ogden,Utah,84401,41.2193827,-112.0068167,,,,,,,,,,,,
"Walton Grain Co, LLC",405 E Commerce St,Penelope,Texas,76676,31.85822,-96.9243608,,,,,,,,,,,,
Clement Grain Co,733 Hood St,Waco,Texas,76704,31.5736372,-97.1282777,,,,,,,,,,,,
Bardwell Grain Co,3630 Buchooltz Ave,Bardwell,Texas,75101,32.26608,-96.6925513,,,,,,,,,,,,
Bottlinger Grain,9219 5th St,Crawford,Texas,76638,31.5334891,-97.4428669,,,,,,,,,,,,
Lone Star Grain,1893 FM 1362,Caldwell,Texas,77836,30.6139396,-96.635932,,,,,,,,,,,,
Jarvis Paris Murphy Grain,3135 Gholson Rd,Waco,Texas,76705,31.6112236,-97.1196561,,,,,,,,,,,,
Walton Gin & Grain,,Penelope,Texas,76676,31.8601502,-96.9266659,,,,,,,,,,,,
Farmer Co-Op Gin & Grain,104 White Ave,Bynum,Texas,76631,31.9721146,-97.0055629,,,,,,,,,,,,
Equity Exchange,13641 TX-15,Booker,Texas,79005,36.4560928,-100.6325645,,,,,,,,,,,,
Montgomery Elevator Co,1200 Summit Ave,Fort Worth,Texas,76102,32.7462886,-97.342259,,,,,,,,,,,,
Countyline Co-op,37 E Tiffin St,New Riegel,Ohio,44853,41.0531436,-83.315043,,,,,,,,,,,,
Smithfield Grain,9 W Neff St,Morral,Ohio,43337,40.6882065,-83.2128737,,,,,,,,,,,,
Precision Grain Builders,1695 Whetstone River Rd N,Caledonia,Ohio,43314,40.622045,-82.971324,,,,,,,,,,,,
Scott Equity Exchange,12529 Blaine St,Scott,Ohio,45886,40.990008,-84.5818199,,,,,,,,,,,,
Heritage Cooperative,701 S Walnut St,Fletcher,Ohio,45326,40.1374776,-84.1123287,,,,,,,,,,,,
"Central Ohio Farmers Co-op, Inc.",103 Railroad St E,New Bloomington,Ohio,43341,40.5851478,-83.3158569,,,,,,,,,,,,
Jennings-Gomer Equity Inc,3798 Lincoln Hwy,Gomer,Ohio,45809,40.8424658,-84.1762293,,,,,,,,,,,,
Monroe Grain,102 E Washington St,Monroe,Indiana,46772,40.7452353,-84.9383797,,,,,,,,,,,,
Maybee Farmers Co-Op Inc,7751 Blue Bush Rd,Maybee,Michigan,48159,42.0039417,-83.5167013,,,,,,,,,,,,
Odenweller Milling Co,184 E Main St,Ottoville,Ohio,45876,40.9347336,-84.3382749,,,,,,,,,,,,
Jennings Gomer Equity,235 2nd St,Fort Jennings,Ohio,45844,40.9046799,-84.3021292,,,,,,,,,,,,
Heritage Cooperative,100 Railroad St,Cairo,Ohio,45820,40.8312334,-84.082045,,,,,,,,,,,,
"Premier Grain, Bowersville","5827 E, Xenia St",Bowersville,Ohio,45307,39.5798599,-83.720107,,,,,,,,,,,,
Adm,4040 N 7 Mile Rd,Pinconning,Michigan,48650,43.8557334,-84.0248866,,,,,,,,,,,,
Kalmbach Feeds of Michigan - Garfield Road,4584 1/2 W Garfield Rd,Middleton,Michigan,48856,43.1913871,-84.6912002,,,,,,,,,,,,
Harvest Grain Company LLC,2648 N Napoleon Rd,Harrod,Ohio,45850,40.776922,-83.966296,,,,,,,,,,,,
Heritage Cooperative,110 Railroad St,Jenera,Ohio,45841,40.8996304,-83.7228319,,,,,,,,,,,,
Guardian Lima,2485 Houx Pkwy,Lima,Ohio,45804,40.7061624,-84.0775825,,,,,,,,,,,,
Mercer Landmark - Convoy Grain,207 S Main St,Convoy,Ohio,45832,40.915596,-84.7080993,,,,,,,,,,,,
Heritage Cooperative,400 Center St,Vanlue,Ohio,45890,40.9749736,-83.4812155,,,,,,,,,,,,
Cargill,1545 N Cable Rd,Lima,Ohio,45805,40.761317,-84.151702,,,,,,,,,,,,
Hearitage grain,322 W Lincoln Ave,Ada,Ohio,45810,40.7700437,-83.826825,,,,,,,,,,,,
Gavilon Grain LLC,Morral-Kirkpatrick Rd W,Harpster,Ohio,43323,40.6872452,-83.352629,,,,,,,,,,,,
Heritage Cooperative,324 N Main St,Marysville,Ohio,43040,40.2393699,-83.3664787,,,,,,,,,,,,
Lord's Enterprises,7200 Slabtown Rd,Columbus Grove,Ohio,45830,40.8435586,-84.0504789,,,,,,,,,,,,
Farmers Cooperative Association - Elevator A,520 Santa Fe St #1618,Alva,Oklahoma,73717,36.8074884,-98.66584,,,,,,,,,,,,
Woodbury Grain,7613 Saddlebag Lake Rd,Lake Odessa,Michigan,48849,42.7625886,-85.0751082,,,,,,,,,,,,
North East Grain,,North East,Maryland,21901,39.6001132,-75.9413327,,,,,,,,,,,,
Perdue AgriBusiness - Curtis Bay Grain Elevator,5501 Pennington Ave,Baltimore,Maryland,21226,39.2170098,-76.5855438,,,,,,,,,,,,
Westphalia Milling Co,310 W Main St,Westphalia,Michigan,48894,42.9295718,-84.8044003,,,,,,,,,,,,
Gera Elevator,2416 S Gera Rd,Frankenmuth,Michigan,48734,43.3865862,-83.7388598,,,,,,,,,,,,
Viterra,3274 Carrollton Rd,Carrollton Township,Michigan,48724,43.4542846,-83.9305343,,,,,,,,,,,,
Risser Grain,1665 New Franklin Rd,Chambersburg,Pennsylvania,17202,39.8706136,-77.6588696,,,,,,,,,,,,
Hirschman Grain,2509 S State Rd,Ithaca,Michigan,48847,43.2553379,-84.6006255,,,,,,,,,,,,
Adams Grain Co.,17900 Co Rd 102,Woodland,California,95776,38.6793477,-121.7298478,,,,,,,,,,,,
Lennon Elevator,11810 Lennon Rd,Lennon,Michigan,48449,42.9842496,-83.9308863,,,,,,,,,,,,
The Anderson's Bean plant,310 W 3rd St,Oakley,Michigan,48649,43.1398829,-84.1714561,,,,,,,,,,,,
Star of the West Milling Co.,870 S Main St,Vermontville,Michigan,49096,42.6175816,-85.0259185,,,,,,,,,,,,
bob's agri service,8586 Hudson Rd,Pittsford,Michigan,49271,41.8641757,-84.4844334,,,,,,,,,,,,
Shepherd Grain Elevator,206 S 1st St,Shepherd,Michigan,48883,43.5236439,-84.6973033,,,,,,,,,,,,
Gavilon Group LLC,1205 S Farragut St,Bay City,Michigan,48708,43.578072,-83.8790292,,,,,,,,,,,,
Archer Daniels Midland Co,7473 N Ingram Ave #104,Fresno,California,93711,36.845448,-119.802484,,,,,,,,,,,,
Adm,537 Oakwood St,Ravenna,Ohio,44266,41.164938,-81.257384,,,,,,,,,,,,
Laurel Grain Co,10717 Georgetown Rd,Laurel,Delaware,19956,38.5705727,-75.5648559,,,,,,,,,,,,
Perdue Agribusiness - Seaford South Grain Elevtaor,,Seaford,Delaware,19973,38.6320949,-75.6193313,,,,,,,,,,,,
Proximity Malt,33222 Bi State Blvd,Laurel,Delaware,19956,38.5223121,-75.5712661,,,,,,,,,,,,
NORAG LLC,1110 Katy St,Lancaster,Texas,75146,32.6025085,-96.7516602,,,,,,,,,,,,
Quality Grain LLC,11652 FM 902,Dorchester,Texas,75459,33.5288876,-96.6883027,,,,,,,,,,,,
Cargill Inc,3250 Fitzpatrick Ave,Montgomery,Alabama,36108,32.355135,-86.353091,,,,,,,,,,,,
RCM CO-OP,305 1st St,Mechanicsburg,Illinois,62545,39.8127346,-89.3926244,,,,,,,,,,,,
Consolidated Grain and Barge,11895 E 590 Rd,Catoosa,Oklahoma,74015,36.1653413,-95.6200292,,,,,,,,,,,,
Gavilon Grain West,764 Arkansas Rd,Catoosa,Oklahoma,74015,36.225911,-95.7333106,,,,,,,,,,,,
The DeLong Co. Inc.,6190 Garden Prairie Rd,Garden Prairie,Illinois,61038,42.2442817,-88.7255706,,,,,,,,,,,,
Consolidated Grain and Barge Co.,72861 S 220 Rd,Wagoner,Oklahoma,74467,35.9613742,-95.495507,,,,,,,,,,,,
Viterra Grain East,5410 E Channel Rd Ext,Catoosa,Oklahoma,74015,36.2345519,-95.7282158,,,,,,,,,,,,
Viterra Grain West,764 West Caney Rd,Catoosa,Oklahoma,74015,36.2261398,-95.7332665,,,,,,,,,,,,
Equity Exchange,302 W Main St,Beaver,Oklahoma,73932,35.8190341,-95.6777479,,,,,,,,,,,,
Beachner Grain Inc,1 N Main St,Afton,Oklahoma,74331,36.6958302,-94.9641477,,,,,,,,,,,,
Consolidated Grain & Barge,605 N Stand Watie Blvd,Webbers Falls,Oklahoma,74470,35.5164,-95.1332331,,,,,,,,,,,,
Equity Exchange,110 Broadway St,Hardesty,Oklahoma,73944,36.6150806,-101.18994,,,,,,,,,,,,
Co-Op Services Inc,101 Bridge Rd,Grandfield,Oklahoma,73546,34.2313369,-98.6794537,,,,,,,,,,,,
NORAG KANSAS CITY KS,501 S Coy St,Kansas City,Kansas,66105,39.0888978,-94.6281243,,,,,,,,,,,,
Beachner Grain Inc,230 W Brown Ave,Greeley,Kansas,66033,38.3668686,-95.1301936,,,,,,,,,,,,
MKC Grain Elevator and Terminal,1063 W 10th Ave,Milan,Kansas,67105,37.264169,-97.6482474,,,,,,,,,,,,
Jackson Farmers Inc,300 N Broadway St,Lancaster,Kansas,66041,39.5748154,-95.303038,,,,,,,,,,,,
Beachner Grain Inc,101 E Central Ave,Richmond,Kansas,66080,38.4012552,-95.256265,,,,,,,,,,,,
Hansen Mueller Katy Elevator,340 Southwest Blvd,Kansas City,Kansas,66103,39.0687703,-94.6138124,,,,,,,,,,,,
Akron Old Grain Elevator,3420 Mill St,Akron,Michigan,48701,43.5645889,-83.516186,,,,,,,,,,,,
Akron Services,13625 N Bell School Rd,Brimfield,Illinois,61517,40.8559171,-89.9283637,,,,,,,,,,,,
Consolidated Grain and Barge Co.,4928 West County Rd 100 N,Princeton,Indiana,47670,38.3711157,-87.6575119,,,,,,,,,,,,
Farmers Elevator Co,441 E Main St,Carthage,South Dakota,57323,44.1709636,-97.7118663,,,,,,,,,,,,
Tabor Grain,226 E Szymanski St,Tabor,South Dakota,57063,42.9449547,-97.6557038,,,,,,,,,,,,
Cooperative Farmers Elevator,309 Hubbard St,Hudson,South Dakota,57034,43.1292165,-96.4536659,,,,,,,,,,,,
Central Farmers Coop,44610 273rd St,Marion,South Dakota,57043,43.4307113,-97.2792436,,,,,,,,,,,,
Central Farmers Coop,431 Railway St,Scotland,South Dakota,57059,43.1514214,-97.7196358,,,,,,,,,,,,
Farmers Co-Op Elevator,203 Railroad St,Geddes,South Dakota,57342,43.2541436,-98.6928149,,,,,,,,,,,,
Central Farmers Coop Scale,300 Broadway Ave,Marion,South Dakota,57043,43.4243733,-97.2599708,,,,,,,,,,,,
Cargill Napa Junction,30668 436th Ave,Yankton,South Dakota,57078,42.9423014,-97.4733316,,,,,,,,,,,,
Farmers Elevator Co,116 N Main St,Humboldt,South Dakota,57035,43.6461455,-97.0735346,,,,,,,,,,,,
Beachner Grain Inc,E 4th Ave & Railroad St,Welch,Oklahoma,74369,36.8740504,-95.0941436,,,,,,,,,,,,
Viterra Grain East,,,,,46.423669,-129.9427086,,,,,,,,,,,,
Hansen-Mueller,413 S Ash Ave,Broken Arrow,Oklahoma,74012,36.0489719,-95.7919144,,,,,,,,,,,,
American Grain Complex,87 Childs St,Buffalo,New York,14203,42.8618924,-78.863916,,,,,,,,,,,,
Estelline CO-OP Grain,,Estelline,South Dakota,57234,44.5738224,-96.9044599,,,,,,,,,,,,
South Dakota Wheatgrwrs Yale,218 Main St,Cavour,South Dakota,57324,44.4334648,-97.9898448,,,,,,,,,,,,
Valley Central Co-op - Colton,200 E 5th St,Colton,South Dakota,57018,43.7861281,-96.930191,,,,,,,,,,,,
Labatt Blue Grain Silo Six Pack,,Buffalo,New York,14203,42.8696142,-78.8714287,,,,,,,,,,,,
Valley Springs Farmers Co-Op,400 Broadway Ave,Valley Springs,South Dakota,57068,43.5828171,-96.4678158,,,,,,,,,,,,
Central Farmers Co-Op,111 N Railroad St,Canova,South Dakota,57321,43.881225,-97.5045899,,,,,,,,,,,,
Whitebox Commodities,120 Childs St,Buffalo,New York,14203,42.8611023,-78.8650145,,,,,,,,,,,,
Howlett Farms - Batavia Facility,2773 Pratt Rd,Batavia,New York,14020,43.0135095,-78.2972093,,,,,,,,,,,,
NuGen Energy,27283 447th Ave,Marion,South Dakota,57043,43.4362525,-97.2688598,,,,,,,,,,,,
Cargill AG Horizons,511 SD-262,Emery,South Dakota,57332,43.601987,-97.6248869,,,,,,,,,,,,
Lake Norden Farmers Elevator,609 4th St,Lake Norden,South Dakota,57248,44.5819844,-97.2085219,,,,,,,,,,,,
Lesterville Feed & Grain Inc,301 Railroad St,Lesterville,South Dakota,57040,43.0370546,-97.593623,,,,,,,,,,,,
Irene Fertilier Plant Viborg,45166 SD-46,Irene,South Dakota,57037,43.0835436,-97.1655691,,,,,,,,,,,,
TABOR LUMBER COOP FERTILIZER,,Tabor,South Dakota,57063,42.9416694,-97.6555099,,,,,,,,,,,,
Southeast Farmers Elevator Co,304 N Court St,Elk Point,South Dakota,57025,42.6877464,-96.6819974,,,,,,,,,,,,
ADM-Benson Quinn,38580 190th St,Hitchcock,South Dakota,57348,44.6344714,-98.5068996,,,,,,,,,,,,
Ruby Grain LLC,5655 N 28th Ave,Wausau,Wisconsin,54401,45.0228634,-89.6725044,,,,,,,,,,,,
Hansen Mueller Co.,1321 Lewis Blvd,Sioux City,Iowa,51105,42.5040088,-96.3798225,,,,,,,,,,,,
CHS Eastern Farmers,207 US-18,Davis,South Dakota,57021,43.2566007,-96.9965718,,,,,,,,,,,,
Monroe Mill & Grain,231 1st St,Monroe,South Dakota,57047,43.4869392,-97.217804,,,,,,,,,,,,
Madison Farmers Elevator Co,119 Farmer Ave,Madison,South Dakota,57042,44.0069079,-97.140114,,,,,,,,,,,,
Lake Andes Farmers Co-Op Co,29189 382nd Ave,Lake Andes,South Dakota,57356,43.156344,-98.5463451,,,,,,,,,,,,
Hartington Elevator Co,501 N Summit St Ave,Hartington,Nebraska,68739,42.6248535,-97.2656436,,,,,,,,,,,,
Castlewood Farmers Elevator Feed,210 S Oak St,Castlewood,South Dakota,57223,44.7209671,-97.0327892,,,,,,,,,,,,
Farmers Co-Op Elevator,SD-262 & Main St,Alexandria,South Dakota,57311,43.6522637,-97.7835144,,,,,,,,,,,,
New Vision Co-Op,521 41st St,Hills,Minnesota,56138,43.5449594,-96.3675447,,,,,,,,,,,,
Viborg Co-Op Elevator Association,101 N Commercial St,Viborg,South Dakota,57070,43.1701601,-97.0792394,,,,,,,,,,,,
Howard Farmers Co-Op Associates,200 W Market Ave,Howard,South Dakota,57349,44.0092815,-97.5289725,,,,,,,,,,,,
Gavilon Grain,425 W 29th St,South Sioux City,Nebraska,68776,42.4627959,-96.4183439,,,,,,,,,,,,
ADM Grain,E Mill St #1,Charleston,Missouri,63834,36.917308,-89.3481526,,,,,,,,,,,,
Hadley Farmer's Elevator Co,200 N Main St N,Hadley,Minnesota,56151,44.0033168,-95.8546083,,,,,,,,,,,,
Consolidated Grain and Barge - Birds Point,6720 E Highway K,Charleston,Missouri,63834,36.9693671,-89.1641871,,,,,,,,,,,,
Bow Valley Elevator,56356 891 Rd,Hartington,Nebraska,68739,42.7431558,-97.2564589,,,,,,,,,,,,
Chs Farmers Alliance,,White Lake,South Dakota,,43.7236497,-98.7143699,,,,,,,,,,,,
AgState,495 Led Yard Ave,Matlock,Iowa,51244,43.2424804,-95.9358111,,,,,,,,,,,,
Cooperative Farmers Elevator (CFE),101 Thompson Ave S,Rushmore,Minnesota,56168,43.6183048,-95.8013613,,,,,,,,,,,,
Cooperative Farmers Elevator,755 Broadway St,Larchwood,Iowa,51241,43.4512252,-96.4344635,,,,,,,,,,,,
Hamco Inc,215 Gilmore Rd,New Castle,Pennsylvania,16102,40.9420782,-80.4180066,,,,,,,,,,,,
Union Hill Farmer's Elevator,610 S 14700W Rd,Union Hill,Illinois,60969,41.1011009,-88.1453475,,,,,,,,,,,,
Rfc,Washington St,Remsen,Iowa,51050,42.8165095,-95.973612,,,,,,,,,,,,
Soybean Bids Worthing,,Worthing,South Dakota,57077,43.3229354,-96.7310837,,,,,,,,,,,,
Prairie Creek Grain,1 Center St,Union Hill,Illinois,60969,41.1058951,-88.1471797,,,,,,,,,,,,
Hazel Farmers Elevator,82 Burlington Northern Santa Fe Rlwy,Hazel,South Dakota,57242,44.7590244,-97.3784297,,,,,,,,,,,,
AgState,209 2nd Ave N,Hospers,Iowa,51238,43.0741678,-95.9048312,,,,,,,,,,,,
Alliance Grain Co,400 E Main St,Cabery,Illinois,60919,40.9958489,-88.2044961,,,,,,,,,,,,
"FS GRAIN, LLC.",300 Railroad Ave,Grand Ridge,Illinois,61325,41.2356485,-88.8309905,,,,,,,,,,,,
New Shanzer Grain Dryer,1401 N Ellis Rd,Sioux Falls,South Dakota,57107,43.5630982,-96.8313154,,,,,,,,,,,,
Kincaid Brothers Grain,12703 US-45,Louisville,Illinois,62858,38.7368999,-88.5103536,,,,,,,,,,,,
"FS GRAIN, LLC.",103 E Vermillion St,Odell,Illinois,60460,41.0032542,-88.5243303,,,,,,,,,,,,
Eastern Grain Marketing,4887 West Ave,Bourbonnais,Illinois,60914,41.189991,-87.8533269,,,,,,,,,,,,
Alliance Grain Co,102 W Hack St,Cullom,Illinois,60929,40.8791017,-88.2688121,,,,,,,,,,,,
Alliance Grain Co,27896 N 3300 Rd E,Campus,Illinois,60920,41.0356802,-88.305839,,,,,,,,,,,,
Consolidated Grain and Barge Co.,10535 E Titus Rd,Rochelle,Illinois,61068,41.8955246,-89.1390732,,,,,,,,,,,,
"Donovan Farmers Co-Op, Hooper",2759 E 2900 North Rd,Beaverville,Illinois,60912,40.9359287,-87.6063663,,,,,,,,,,,,
Grainco Inc Kentland Station,9512 W Helmar Rd,Newark,Illinois,60541,41.5459797,-88.4343685,,,,,,,,,,,,
"FS Grain, LLC.",9512 W Helmar Rd,Newark,Illinois,60541,41.5459556,-88.4357986,,,,,,,,,,,,
Leland Farmer's Co,100 S Main St,Leland,Illinois,60531,41.6134299,-88.7994116,,,,,,,,,,,,
Consolidated Grain and Barge,750 N 27th Rd,North Utica,Illinois,61373,41.3271484,-89.0203247,,,,,,,,,,,,
Ludlow Co-Op Grain Elevator Co,104 S Front St,Danforth,Illinois,60930,40.8197892,-87.9790047,,,,,,,,,,,,
Consolidated Grain and Barge Co.,2203 IL-135,Monmouth,Illinois,61462,40.9527284,-90.7461772,,,,,,,,,,,,
Ruff Brothers Grain,100 Tabor St,Leonore,Illinois,61332,41.1901532,-88.9818666,,,,,,,,,,,,
A G Specialists,121 1st St SE,Plato,Minnesota,55370,44.7719447,-94.0394031,,,,,,,,,,,,
Prairie Central Co-Op Wing,13201 Front St,Forrest,Illinois,61741,40.820701,-88.4024431,,,,,,,,,,,,
Vanderbilt Farmers Co-Op Inc,"FM S 234, Co Rd 314",Edna,Texas,77957,28.826643,-96.6180758,,,,,,,,,,,,
Prairie Central Co-Op Ocoya,12877 E 1233 North Rd,Pontiac,Illinois,61764,40.804963,-88.6826139,,,,,,,,,,,,
Brownton Cooperative,7735 MN-15,Brownton,Minnesota,55312,44.7290518,-94.3723335,,,,,,,,,,,,
Farmward Co-Op,320 W 1st St,Morton,Minnesota,56270,44.5495937,-94.9851202,,,,,,,,,,,,
Prairie Central Co-Op Sunbury,32546 N 2100 E Rd,Dwight,Illinois,60420,41.100707,-88.5267632,,,,,,,,,,,,
Wheatfield Grain,400 Jerry Ash Ave,Crescent City,Illinois,60928,40.7708921,-87.8544082,,,,,,,,,,,,
Central Region Cooperative,40 W Park Dr,Gibbon,Minnesota,55335,44.5328804,-94.5277476,,,,,,,,,,,,
FS Grain,603 Cartwright Ave,Ashton,Illinois,61006,41.8662385,-89.2170879,,,,,,,,,,,,
"FS GRAIN, LLC",3648 Meridian Rd,Mendota,Illinois,61342,41.4616496,-89.1658044,,,,,,,,,,,,
"FS GRAIN, LLC.",201 Campbell St,Ransom,Illinois,60470,41.1579907,-88.6525147,,,,,,,,,,,,
Harvest Land Co-Op,30833 Ranch Ave,Morton,Minnesota,56270,44.5022688,-94.9464164,,,,,,,,,,,,
Farmers Coop Of Hanska,,Courtland,Minnesota,56021,44.267399,-94.3399063,,,,,,,,,,,,
Viterra,1781 Patterson Rd,Joliet,Illinois,60436,41.488781,-88.115857,,,,,,,,,,,,
Ruff Brothers Grain Co,204 5th St,Long Point,Illinois,61333,41.0040403,-88.8943552,,,,,,,,,,,,
Northern Grain Marketing,300 Railroad Ave,Grand Ridge,Illinois,61325,41.2356195,-88.8310459,,,,,,,,,,,,
Gra Co24,324 E Broadway Rd,Phoenix,Arizona,85040,33.4069391,-112.0688293,,,,,,,,,,,,
Penny Newman Grain Co Inc,9525 Cordova Park Rd,Cordova,Tennessee,38018,35.1594811,-89.7449269,,,,,,,,,,,,
ADM Growmark,910 Wesley Rd,Creve Coeur,Illinois,61610,40.6338725,-89.6179057,,,,,,,,,,,,
Congerville Grain,101 Washington St,Congerville,Illinois,61729,40.6152047,-89.2047431,,,,,,,,,,,,
Burtonview Co-Op,601 IL-10 Unit B,Lincoln,Illinois,62656,40.1700937,-89.4874707,,,,,,,,,,,,
"AgRail, LLC",901 Roundhouse Dr,Bloomington,Illinois,61701,40.4868798,-89.0044408,,,,,,,,,,,,
Guadalupe Grain Inc,390 Cordova Rd,Seguin,Texas,78155,29.6281439,-97.9701219,,,,,,,,,,,,
K-C Grain,805 N Pecos St,Lockhart,Texas,78644,29.8904179,-97.6792276,,,,,,,,,,,,
Rock River Lumber & Grain Co,2752 Luther Rd,Tampico,Illinois,61283,41.6234655,-89.7664225,,,,,,,,,,,,
Cargill Inc,6640 Ship Dr,Portage,Indiana,46368,41.6404214,-87.1552837,,,,,,,,,,,,
"FS GRAIN, LLC",3807 E 2276th Rd,Serena,Illinois,60549,41.4866832,-88.7329584,,,,,,,,,,,,
The Andersons,1500 S Main St,Galena Park,Texas,77547,29.7229139,-95.2405284,,,,,,,,,,,,
Penny Newman Grain Co,1805 Harbor St,Stockton,California,95203,37.9497191,-121.3150621,,,,,,,,,,,,
Dearwester Grain Services,105 Marion St,Clayton,Illinois,62324,40.0333747,-90.958229,,,,,,,,,,,,
Dearwester Grain Services Inc,2473 N 2700th Ave,La Prairie,Illinois,62346,40.1508025,-91.0329722,,,,,,,,,,,,
Oconee Grain & Fertilizer Co,1st & Chestnut St,Oconee,Illinois,62553,39.2871645,-89.1101176,,,,,,,,,,,,
Consolidate Grain & Barge Co.,1500 River Grain Rd,Mayersville,Mississippi,39113,32.9170646,-91.0604248,,,,,,,,,,,,
Harvest States Co-Op,6603 S Concord St,Davenport,Iowa,52802,41.4652465,-90.668495,,,,,,,,,,,,
